_id,created,name.first_name,name.last_name,register_num,Татварын тооцоолол жилээр.Жилийн нийт орлого,Татварын тооцоолол жилээр.Нийт суутгуулсан албан татварын дүн,Татварын тооцоолол жилээр.Ногдуулсан татвар,Татварын тооцоолол жилээр.Ногдуулсан татварын хувь хэмжээ,Татварын тооцоолол жилээр.Орлого хүлээн авсан сарын тоо /ажилласан сар/,Татварын тооцоолол жилээр.Сарын дундаж,Татварын тооцоолол жилээр.Татвар ногдуулах орлого,Татварын тооцоолол жилээр.Хуулийн 23,Татварын тооцоолол жилээр.Хуулийн 7,Татварын тооцоолол жилээр.Хөнгөлөлтийн дараах татварын дүн,"Татварын тооцоолол жилээр.ЭМД, НДШ Дүн","Татварын тооцоолол жилээр.ЭМД, НДШ Хувь","Эрүүл мэнд, нийгмийн даатгалын шимтгэл.Ажил олгогчийн төлөх хувь хэмжээ","Эрүүл мэнд, нийгмийн даатгалын шимтгэл.Даатгуулагчийн төлөх хувь хэмжээ","Эрүүл мэнд, нийгмийн даатгалын шимтгэл.НДШ хувь хэмжээ","Эрүүл мэнд, нийгмийн даатгалын шимтгэл.Ногдуулсан шимтгэл/төгрөг/ - Нийт дүн","Эрүүл мэнд, нийгмийн даатгалын шимтгэл.Хөдөлмөрийн хөлс,түүнтэй адилтгах орлого /төгрөг/","Эрүүл мэнд, нийгмийн даатгалын шимтгэл.Үүнээс : Ажил олгогч","Эрүүл мэнд, нийгмийн даатгалын шимтгэл.Үүнээс : Даатгуулагч"
643f94666633f5d9d655968b,2022-01-04T20:41:36.000Z,Энхбаатар,Энхбаатар,ПБ96052405,4800000,4140000,424800,10,12,800000,4248000,,,4140000,552000,11.5,13.5,11.5,25,200000,800000,108000,92000
643f94666633f5d9d655968c,2022-05-27T12:03:18.000Z,Эрдэнэчимэг,Батсайхан,ЧТ57100401,60000000,52668000,5310000,10,12,2500000,53100000,,,52668000,6900000,11.5,13.5,11.5,25,625000,2500000,337500,287500
643f94666633f5d9d655968d,2022-06-24T18:15:55.000Z,Долгор,Ариунаа,УШ70102906,240000000,211968000,21240000,10,12,10000000,212400000,,,211968000,27600000,11.5,13.5,11.5,25,2500000,10000000,1350000,1150000
643f94666633f5d9d655968e,2022-05-26T13:59:07.000Z,Цэрэн,Азжаргал,УМ89120908,72000000,63396000,6372000,10,12,4000000,63720000,,,63396000,8280000,11.5,13.5,11.5,25,1000000,4000000,540000,460000
643f94666633f5d9d655968f,2022-03-23T01:30:46.000Z,Энхбаатар,Эрдэнэсугар,ФБ96092526,21600000,18900000,1911600,10,12,1800000,19116000,,,18900000,2484000,11.5,13.5,11.5,25,450000,1800000,243000.00000000003,207000
643f94666633f5d9d6559690,2022-09-25T19:54:57.000Z,Янжмаа,Цэвэлмаа,УМ89120908,36000000,31212000,3186000,10,12,1000000,31860000,,,31212000,4140000,11.5,13.5,11.5,25,250000,1000000,135000,115000
643f94666633f5d9d6559691,2022-01-15T18:48:58.000Z,Цэвэлмаа,Цэвэлмаа,УП96052704,18000000,15606000,1593000,10,12,1000000,15930000,,,15606000,2070000,11.5,13.5,11.5,25,250000,1000000,135000,115000
643f94666633f5d9d6559692,2022-04-11T13:32:17.000Z,Саранцацрал,Батсайхан,УХ90041574,37800000,33129000,3345300,10,12,2100000,33453000,,,33129000,4347000,11.5,13.5,11.5,25,525000,2100000,283500,241500
643f94666633f5d9d6559693,2022-06-15T22:03:06.000Z,Ариунаа,Саранцацрал,ОЮ93011913,21600000,18900000,1911600,10,12,1800000,19116000,,,18900000,2484000,11.5,13.5,11.5,25,450000,1800000,243000.00000000003,207000
643f94666633f5d9d6559694,2022-06-03T06:43:25.000Z,Алдаржавхлан,Цэвэлмаа,ОК97021904,96000000,84528000,8496000,10,12,4000000,84960000,,,84528000,11040000,11.5,13.5,11.5,25,1000000,4000000,540000,460000
643f94666633f5d9d6559695,2022-02-20T08:35:37.000Z,Батсайхан,Тунгалагмөрөн,ЧР79030120,12000000,10566000,1062000,10,12,4000000,10620000,,,10566000,1380000,11.5,13.5,11.5,25,1000000,4000000,540000,460000
643f94666633f5d9d6559696,2022-05-17T00:13:10.000Z,Мөнхгэрэл,Янжмаа,УХ90041574,270000000,238626000,23895000,10,12,15000000,238950000,,,238626000,31050000,11.5,13.5,11.5,25,3750000,15000000,2025000.0000000002,1725000
643f94666633f5d9d6559697,2022-03-26T03:36:13.000Z,Алдаржавхлан,Цэрэн,ИЭ85012207,2500000,2194500,221250,10,12,2500000,2212500,,,2194500,287500,11.5,13.5,11.5,25,625000,2500000,337500,287500
643f94666633f5d9d6559698,2022-02-03T14:00:53.000Z,Энхбаатар,Энхбаяр,УП96052704,1800000,1575000,159300,10,12,1800000,1593000,,,1575000,207000,11.5,13.5,11.5,25,450000,1800000,243000.00000000003,207000
643f94666633f5d9d6559699,2022-05-23T20:18:25.000Z,Однаран,Батсайхан,СФ82052518,36000000,31428000,3186000,10,12,1500000,31860000,,,31428000,4140000,11.5,13.5,11.5,25,375000,1500000,202500,172500
643f94666633f5d9d655969a,2022-10-23T02:17:44.000Z,Энхбаяр,Мөнхгэрэл,УП96052704,54000000,47466000,4779000,10,12,3000000,47790000,,,47466000,6210000,11.5,13.5,11.5,25,750000,3000000,405000,345000
643f94666633f5d9d655969b,2022-04-14T09:22:12.000Z,Эрдэнэсугар,Тунгалагмөрөн,МК84060102,72000000,63612000,6372000,10,12,12000000,63720000,,,63612000,8280000,11.5,13.5,11.5,25,3000000,12000000,1620000,1380000
643f94666633f5d9d655969c,2022-10-27T02:16:55.000Z,Однаран,Сарангэрэл,ОК97021904,90000000,79542000,7965000,10,12,15000000,79650000,,,79542000,10350000,11.5,13.5,11.5,25,3750000,15000000,2025000.0000000002,1725000
643f94666633f5d9d655969d,2022-06-24T14:52:15.000Z,Батсайхан,Однаран,УД92041626,120000000,105768000,10620000,10,12,5000000,106200000,,,105768000,13800000,11.5,13.5,11.5,25,1250000,5000000,675000,575000
643f94666633f5d9d655969e,2022-02-20T07:46:21.000Z,Одцэрэн,Энхбаяр,ЧО81091064,20000000,17682000,1770000,10,12,20000000,17700000,,,17682000,2300000,11.5,13.5,11.5,25,5000000,20000000,2700000,2300000
643f94666633f5d9d655969f,2022-06-29T21:37:04.000Z,Энхбаатар,Мөнхбаатар,РЮ74080802,25200000,22086000,2230200,10,12,2100000,22302000,,,22086000,2898000,11.5,13.5,11.5,25,525000,2100000,283500,241500
643f94666633f5d9d65596a0,2022-03-01T02:59:30.000Z,Эрдэнэчимэг,Цэвэлмаа,ЧК77122909,288000000,254448000,25488000,10,12,12000000,254880000,,,254448000,33120000,11.5,13.5,11.5,25,3000000,12000000,1620000,1380000
643f94666633f5d9d65596a1,2022-09-05T14:15:48.000Z,Энхбаяр,Энхбаатар,ЧО81091064,60000000,52668000,5310000,10,12,2500000,53100000,,,52668000,6900000,11.5,13.5,11.5,25,625000,2500000,337500,287500
643f94666633f5d9d65596a2,2022-03-10T02:56:11.000Z,Батсайхан,Долгор,УЮ98081115,7500000,6583500,663750,10,12,2500000,6637500,,,6583500,862500,11.5,13.5,11.5,25,625000,2500000,337500,287500
643f94666633f5d9d65596a3,2022-05-12T14:46:40.000Z,Долгор,Буянт,ЙМ80013011,120000000,105768000,10620000,10,12,5000000,106200000,,,105768000,13800000,11.5,13.5,11.5,25,1250000,5000000,675000,575000
643f94666633f5d9d65596a4,2022-01-04T03:30:27.000Z,Цэрэн,Мөнхгэрэл,ЦЗ71061161,9000000,7911000,796500,10,12,3000000,7965000,,,7911000,1035000,11.5,13.5,11.5,25,750000,3000000,405000,345000
643f94666633f5d9d65596a5,2022-02-04T09:24:38.000Z,Алдаржавхлан,Эрдэнэсугар,УП88081636,30000000,26496000,2655000,10,12,10000000,26550000,,,26496000,3450000,11.5,13.5,11.5,25,2500000,10000000,1350000,1150000
643f94666633f5d9d65596a6,2022-04-07T04:04:10.000Z,Мөнхбаатар,Мөнхбаатар,ПЗ95050804,7500000,6583500,663750,10,12,2500000,6637500,,,6583500,862500,11.5,13.5,11.5,25,625000,2500000,337500,287500
643f94666633f5d9d65596a7,2022-12-05T23:39:48.000Z,Энх-Амгалан,Цэвэлмаа,ЧН84030714,480000000,424368000,42480000,10,12,20000000,424800000,,,424368000,55200000,11.5,13.5,11.5,25,5000000,20000000,2700000,2300000
643f94666633f5d9d65596a8,2022-03-26T04:38:55.000Z,Батсайхан,Тунгалагмөрөн,ЧК77122909,144000000,127224000,12744000,10,12,12000000,127440000,,,127224000,16560000,11.5,13.5,11.5,25,3000000,12000000,1620000,1380000
643f94666633f5d9d65596a9,2022-01-18T22:47:06.000Z,Бадамгарав,Азжаргал,УЮ98081115,15000000,13221000,1327500,10,12,5000000,13275000,,,13221000,1725000,11.5,13.5,11.5,25,1250000,5000000,675000,575000
643f94666633f5d9d65596aa,2022-07-31T19:19:46.000Z,Буянт,Энх-Амгалан,РЦ95091515,54000000,47142000,4779000,10,12,1500000,47790000,,,47142000,6210000,11.5,13.5,11.5,25,375000,1500000,202500,172500
643f94666633f5d9d65596ab,2022-08-26T01:48:56.000Z,Эрдэнэчимэг,Сарангэрэл,УС83022014,54000000,47466000,4779000,10,12,3000000,47790000,,,47466000,6210000,11.5,13.5,11.5,25,750000,3000000,405000,345000
643f94666633f5d9d65596ac,2022-07-30T02:56:51.000Z,Ариунжаргал,Батсайхан,ТЯ87011512,5400000,4725000,477900,10,12,1800000,4779000,,,4725000,621000,11.5,13.5,11.5,25,450000,1800000,243000.00000000003,207000
643f9468aa6dc8d29c7c2616,2022-01-01T23:07:06.000Z,Бадамгарав,Эрдэнэсугар,УХ91051736,50400000,44172000,4460400,10,12,2100000,44604000,,,44172000,5796000,11.5,13.5,11.5,25,525000,2100000,283500,241500
643f9468aa6dc8d29c7c2617,2022-09-04T19:03:31.000Z,Янжмаа,Бадамгарав,УП89051007,4000000,3522000,354000,10,12,4000000,3540000,,,3522000,460000,11.5,13.5,11.5,25,1000000,4000000,540000,460000
643f9468aa6dc8d29c7c2618,2022-08-30T07:08:52.000Z,Ариунаа,Буянт,ЕЙ77042113,30000000,26442000,2655000,10,12,5000000,26550000,,,26442000,3450000,11.5,13.5,11.5,25,1250000,5000000,675000,575000
643f9468aa6dc8d29c7c2619,2022-03-16T18:46:00.000Z,Энх-Амгалан,Мөнхбаатар,ЗЮ84092117,120000000,105984000,10620000,10,12,10000000,106200000,,,105984000,13800000,11.5,13.5,11.5,25,2500000,10000000,1350000,1150000
643f9468aa6dc8d29c7c261a,2022-09-04T02:40:34.000Z,Ариунжаргал,Азжаргал,ЧС57072001,720000000,636552000,63720000,10,12,20000000,637200000,,,636552000,82800000,11.5,13.5,11.5,25,5000000,20000000,2700000,2300000
643f9468aa6dc8d29c7c261b,2022-05-07T04:51:25.000Z,Буянт,Янжмаа,УХ91051736,24000000,20808000,2124000,10,12,1000000,21240000,,,20808000,2760000,11.5,13.5,11.5,25,250000,1000000,135000,115000
643f9468aa6dc8d29c7c261c,2022-12-28T05:47:54.000Z,Эрдэнэсугар,Цэвэлмаа,УС83022014,19200000,16560000,1699200,10,12,800000,16992000,,,16560000,2208000,11.5,13.5,11.5,25,200000,800000,108000,92000
643f9468aa6dc8d29c7c261d,2022-04-19T09:33:39.000Z,Сарангэрэл,Эрдэнэчимэг,ЧЕ73071106,720000000,636552000,63720000,10,12,20000000,637200000,,,636552000,82800000,11.5,13.5,11.5,25,5000000,20000000,2700000,2300000
643f9468aa6dc8d29c7c261e,2022-09-27T18:17:33.000Z,Ариунаа,Эрдэнэсугар,УЮ98081115,108000000,94932000,9558000,10,12,3000000,95580000,,,94932000,12420000,11.5,13.5,11.5,25,750000,3000000,405000,345000
643f9468aa6dc8d29c7c261f,2022-02-12T11:16:40.000Z,Мөнхбаатар,Эрдэнэчимэг,УП88081636,60000000,52668000,5310000,10,12,2500000,53100000,,,52668000,6900000,11.5,13.5,11.5,25,625000,2500000,337500,287500
643f9468aa6dc8d29c7c2620,2022-11-01T13:25:47.000Z,Ариунжаргал,Мөнхгэрэл,УШ94021959,4000000,3522000,354000,10,12,4000000,3540000,,,3522000,460000,11.5,13.5,11.5,25,1000000,4000000,540000,460000
643f9468aa6dc8d29c7c2621,2022-09-10T11:59:22.000Z,Цэвэлмаа,Долгор,МК84060102,15000000,13221000,1327500,10,12,5000000,13275000,,,13221000,1725000,11.5,13.5,11.5,25,1250000,5000000,675000,575000
643f9468aa6dc8d29c7c2622,2022-04-24T23:29:16.000Z,Ариунаа,Ариунжаргал,ТЯ87011512,12000000,10404000,1062000,10,12,1000000,10620000,,,10404000,1380000,11.5,13.5,11.5,25,250000,1000000,135000,115000
643f9468aa6dc8d29c7c2623,2022-09-22T15:57:18.000Z,Энхбаяр,Цэвэлмаа,СФ82052518,30000000,26334000,2655000,10,12,2500000,26550000,,,26334000,3450000,11.5,13.5,11.5,25,625000,2500000,337500,287500
643f9468aa6dc8d29c7c2624,2022-06-10T23:52:35.000Z,Эрдэнэсугар,Энхбаяр,ВН97040702,25200000,22086000,2230200,10,12,2100000,22302000,,,22086000,2898000,11.5,13.5,11.5,25,525000,2100000,283500,241500
643f9468aa6dc8d29c7c2625,2022-03-06T00:37:04.000Z,Эрдэнэсугар,Буянт,ОК97021904,3000000,2601000,265500,10,12,1000000,2655000,,,2601000,345000,11.5,13.5,11.5,25,250000,1000000,135000,115000
643f9468aa6dc8d29c7c2626,2022-03-22T10:03:06.000Z,Буянт,Эрдэнэчимэг,ВЭ86031762,19200000,16560000,1699200,10,12,800000,16992000,,,16560000,2208000,11.5,13.5,11.5,25,200000,800000,108000,92000
643f9468aa6dc8d29c7c2627,2022-01-19T00:42:19.000Z,Ариунаа,Однаран,МЛ67042618,12600000,11043000,1115100,10,12,2100000,11151000,,,11043000,1449000,11.5,13.5,11.5,25,525000,2100000,283500,241500
643f9468aa6dc8d29c7c2628,2022-06-15T20:15:04.000Z,Эрдэнэчимэг,Однаран,УЮ90080210,50400000,44172000,4460400,10,12,2100000,44604000,,,44172000,5796000,11.5,13.5,11.5,25,525000,2100000,283500,241500
643f9468aa6dc8d29c7c2629,2022-08-17T08:34:02.000Z,Янжмаа,Батсайхан,ТЕ87092064,1200000,1044000,106200,10,12,1200000,1062000,,,1044000,138000,11.5,13.5,11.5,25,300000,1200000,162000,138000
643f9468aa6dc8d29c7c262a,2022-02-18T16:42:38.000Z,Одцэрэн,Янжмаа,УШ94021959,14400000,12420000,1274400,10,12,800000,12744000,,,12420000,1656000,11.5,13.5,11.5,25,200000,800000,108000,92000
643f9468aa6dc8d29c7c262b,2022-09-15T23:53:10.000Z,Тунгалагмөрөн,Алдаржавхлан,ЙМ80013011,64800000,56700000,5734800,10,12,1800000,57348000,,,56700000,7452000,11.5,13.5,11.5,25,450000,1800000,243000.00000000003,207000
643f9468aa6dc8d29c7c262c,2022-12-28T16:11:23.000Z,Бадамгарав,Однаран,АМ95121733,36000000,31806000,3186000,10,12,12000000,31860000,,,31806000,4140000,11.5,13.5,11.5,25,3000000,12000000,1620000,1380000
643f9468aa6dc8d29c7c262d,2022-04-18T16:37:37.000Z,Ариунаа,Эрдэнэсугар,ВЭ86031762,64800000,56700000,5734800,10,12,1800000,57348000,,,56700000,7452000,11.5,13.5,11.5,25,450000,1800000,243000.00000000003,207000
643f9468aa6dc8d29c7c262e,2022-01-24T11:14:06.000Z,Цэвэлмаа,Ариунаа,УШ91050511,120000000,105768000,10620000,10,12,5000000,106200000,,,105768000,13800000,11.5,13.5,11.5,25,1250000,5000000,675000,575000
643f9468aa6dc8d29c7c262f,2022-03-19T08:05:29.000Z,Янжмаа,Однаран,СЭ87010200,14400000,12528000,1274400,10,12,1200000,12744000,,,12528000,1656000,11.5,13.5,11.5,25,300000,1200000,162000,138000
643f9468aa6dc8d29c7c2630,2022-09-19T07:52:25.000Z,Сарангэрэл,Сарангэрэл,НЭ91041031,90000000,79542000,7965000,10,12,15000000,79650000,,,79542000,10350000,11.5,13.5,11.5,25,3750000,15000000,2025000.0000000002,1725000
643f9468aa6dc8d29c7c2631,2022-12-20T07:32:21.000Z,Батсайхан,Энх-Амгалан,ЧГ74052302,180000000,158976000,15930000,10,12,10000000,159300000,,,158976000,20700000,11.5,13.5,11.5,25,2500000,10000000,1350000,1150000
643f9468aa6dc8d29c7c2632,2022-08-14T04:00:20.000Z,Сарангэрэл,Ариунжаргал,БЭ83081400,36000000,31806000,3186000,10,12,12000000,31860000,,,31806000,4140000,11.5,13.5,11.5,25,3000000,12000000,1620000,1380000
643f9468aa6dc8d29c7c2633,2022-06-14T00:24:05.000Z,Буянт,Янжмаа,РЮ74080802,15000000,13167000,1327500,10,12,2500000,13275000,,,13167000,1725000,11.5,13.5,11.5,25,625000,2500000,337500,287500
643f9468aa6dc8d29c7c2634,2022-01-29T11:01:59.000Z,Эрдэнэчимэг,Азжаргал,ПЗ95050804,12000000,10404000,1062000,10,12,1000000,10620000,,,10404000,1380000,11.5,13.5,11.5,25,250000,1000000,135000,115000
643f9468aa6dc8d29c7c2635,2022-01-05T08:26:07.000Z,Энхбаатар,Эрдэнэчимэг,ЧЗ87032839,3000000,2637000,265500,10,12,3000000,2655000,,,2637000,345000,11.5,13.5,11.5,25,750000,3000000,405000,345000
643f9468aa6dc8d29c7c2636,2022-12-31T03:36:40.000Z,Эрдэнэчимэг,Сарангэрэл,ЧЗ87032839,25200000,22086000,2230200,10,12,2100000,22302000,,,22086000,2898000,11.5,13.5,11.5,25,525000,2100000,283500,241500
643f9468aa6dc8d29c7c2637,2022-07-29T08:55:10.000Z,Ариунжаргал,Буянт,ХЖ70051870,480000000,424368000,42480000,10,12,20000000,424800000,,,424368000,55200000,11.5,13.5,11.5,25,5000000,20000000,2700000,2300000
643f9468aa6dc8d29c7c2638,2022-11-12T08:32:32.000Z,Янжмаа,Энхбаатар,УШ95060978,12000000,10602000,1062000,10,12,12000000,10620000,,,10602000,1380000,11.5,13.5,11.5,25,3000000,12000000,1620000,1380000
643f9468aa6dc8d29c7c2639,2022-01-30T00:43:19.000Z,Ариунаа,Ариунжаргал,ШГ78081961,2100000,1840500,185850,10,12,2100000,1858500,,,1840500,241500,11.5,13.5,11.5,25,525000,2100000,283500,241500
643f9468aa6dc8d29c7c263a,2022-04-12T01:51:14.000Z,Ариунжаргал,Энхбаяр,УЮ90080210,37800000,33129000,3345300,10,12,2100000,33453000,,,33129000,4347000,11.5,13.5,11.5,25,525000,2100000,283500,241500
643f9468aa6dc8d29c7c263b,2022-03-26T19:44:33.000Z,Батсайхан,Цэрэн,ЧТ85030108,18000000,15606000,1593000,10,12,1000000,15930000,,,15606000,2070000,11.5,13.5,11.5,25,250000,1000000,135000,115000
643f9468aa6dc8d29c7c263c,2022-10-24T16:55:18.000Z,Мөнхбаатар,Саранцацрал,НШ84042064,18000000,15822000,1593000,10,12,3000000,15930000,,,15822000,2070000,11.5,13.5,11.5,25,750000,3000000,405000,345000
643f9468aa6dc8d29c7c263d,2022-05-26T11:49:21.000Z,Эрдэнэсугар,Долгор,СФ82052518,28800000,24840000,2548800,10,12,800000,25488000,,,24840000,3312000,11.5,13.5,11.5,25,200000,800000,108000,92000
643f9468aa6dc8d29c7c263e,2022-09-30T02:35:46.000Z,Ариунжаргал,Азжаргал,УП89051007,10800000,9450000,955800,10,12,1800000,9558000,,,9450000,1242000,11.5,13.5,11.5,25,450000,1800000,243000.00000000003,207000
643f9468aa6dc8d29c7c263f,2022-11-26T04:14:01.000Z,Цэвэлмаа,Сарангэрэл,ЗЮ84092117,43200000,37584000,3823200,10,12,1200000,38232000,,,37584000,4968000,11.5,13.5,11.5,25,300000,1200000,162000,138000
643f9468aa6dc8d29c7c2640,2022-05-26T18:19:22.000Z,Бадамгарав,Буянт,РЦ95091515,30000000,26442000,2655000,10,12,5000000,26550000,,,26442000,3450000,11.5,13.5,11.5,25,1250000,5000000,675000,575000
643f9468aa6dc8d29c7c2641,2022-10-11T08:15:30.000Z,Сарангэрэл,Янжмаа,ИЭ85012207,36000000,31212000,3186000,10,12,1000000,31860000,,,31212000,4140000,11.5,13.5,11.5,25,250000,1000000,135000,115000
643f9468aa6dc8d29c7c2642,2022-09-14T11:57:23.000Z,Однаран,Алдаржавхлан,УШ94021959,32400000,28350000,2867400,10,12,1800000,28674000,,,28350000,3726000,11.5,13.5,11.5,25,450000,1800000,243000.00000000003,207000
643f9468aa6dc8d29c7c2643,2022-01-08T21:47:36.000Z,Саранцацрал,Саранцацрал,ТА98091450,32400000,28350000,2867400,10,12,1800000,28674000,,,28350000,3726000,11.5,13.5,11.5,25,450000,1800000,243000.00000000003,207000
643f9468aa6dc8d29c7c2644,2022-03-09T10:20:06.000Z,Энхбаатар,Ариунаа,ЧЗ87032839,15000000,13221000,1327500,10,12,5000000,13275000,,,13221000,1725000,11.5,13.5,11.5,25,1250000,5000000,675000,575000
643f9468aa6dc8d29c7c2645,2022-04-11T15:29:32.000Z,Саранцацрал,Мөнхгэрэл,ЦД86111261,19200000,16560000,1699200,10,12,800000,16992000,,,16560000,2208000,11.5,13.5,11.5,25,200000,800000,108000,92000
643f9468aa6dc8d29c7c2646,2022-05-12T09:19:45.000Z,Мөнхгэрэл,Мөнхгэрэл,СЭ87010200,27000000,23571000,2389500,10,12,1500000,23895000,,,23571000,3105000,11.5,13.5,11.5,25,375000,1500000,202500,172500
643f9468aa6dc8d29c7c2647,2022-05-27T01:06:01.000Z,Эрдэнэчимэг,Тунгалагмөрөн,МЭ78021613,12000000,10602000,1062000,10,12,12000000,10620000,,,10602000,1380000,11.5,13.5,11.5,25,3000000,12000000,1620000,1380000
643f9468aa6dc8d29c7c2648,2022-03-19T09:11:03.000Z,Буянт,Бадамгарав,ГЮ90101913,45000000,39771000,3982500,10,12,15000000,39825000,,,39771000,5175000,11.5,13.5,11.5,25,3750000,15000000,2025000.0000000002,1725000
643f9468aa6dc8d29c7c2649,2022-09-25T15:54:10.000Z,Саранцацрал,Батсайхан,ОЮ93011913,54000000,47466000,4779000,10,12,3000000,47790000,,,47466000,6210000,11.5,13.5,11.5,25,750000,3000000,405000,345000
643f9468aa6dc8d29c7c264a,2022-11-28T15:36:47.000Z,Энхбаатар,Азжаргал,НЭ91041031,120000000,105984000,10620000,10,12,10000000,106200000,,,105984000,13800000,11.5,13.5,11.5,25,2500000,10000000,1350000,1150000
643f9468aa6dc8d29c7c264b,2022-11-27T05:18:14.000Z,Мөнхгэрэл,Тунгалагмөрөн,УШ91050511,12000000,10404000,1062000,10,12,1000000,10620000,,,10404000,1380000,11.5,13.5,11.5,25,250000,1000000,135000,115000
643f9468aa6dc8d29c7c264c,2022-08-20T01:30:03.000Z,Энхбаатар,Эрдэнэчимэг,ЧЙ83090377,3000000,2601000,265500,10,12,1000000,2655000,,,2601000,345000,11.5,13.5,11.5,25,250000,1000000,135000,115000
643f9468aa6dc8d29c7c264d,2022-02-03T19:57:29.000Z,Буянт,Эрдэнэсугар,МК84060102,216000000,190836000,19116000,10,12,12000000,191160000,,,190836000,24840000,11.5,13.5,11.5,25,3000000,12000000,1620000,1380000
643f9468aa6dc8d29c7c264e,2022-03-16T04:19:29.000Z,Цэвэлмаа,Саранцацрал,УЮ90080210,120000000,105768000,10620000,10,12,5000000,106200000,,,105768000,13800000,11.5,13.5,11.5,25,1250000,5000000,675000,575000
643f9468aa6dc8d29c7c264f,2022-02-05T23:48:00.000Z,Эрдэнэсугар,Энх-Амгалан,БЭ83081400,12600000,11043000,1115100,10,12,2100000,11151000,,,11043000,1449000,11.5,13.5,11.5,25,525000,2100000,283500,241500
643f9468aa6dc8d29c7c2650,2022-06-22T05:15:52.000Z,Цэвэлмаа,Батсайхан,УШ70102906,90000000,79542000,7965000,10,12,15000000,79650000,,,79542000,10350000,11.5,13.5,11.5,25,3750000,15000000,2025000.0000000002,1725000
643f9468aa6dc8d29c7c2651,2022-11-10T04:12:34.000Z,Янжмаа,Долгор,ЧН84030714,180000000,159084000,15930000,10,12,15000000,159300000,,,159084000,20700000,11.5,13.5,11.5,25,3750000,15000000,2025000.0000000002,1725000
643f9468aa6dc8d29c7c2652,2022-11-09T11:13:55.000Z,Мөнхгэрэл,Энх-Амгалан,УИ91110826,43200000,37800000,3823200,10,12,1800000,38232000,,,37800000,4968000,11.5,13.5,11.5,25,450000,1800000,243000.00000000003,207000
643f9468aa6dc8d29c7c2653,2022-05-01T19:05:23.000Z,Ариунжаргал,Однаран,ОК97021904,360000000,318276000,31860000,10,12,20000000,318600000,,,318276000,41400000,11.5,13.5,11.5,25,5000000,20000000,2700000,2300000
643f9468aa6dc8d29c7c2654,2022-12-23T17:19:03.000Z,Эрдэнэчимэг,Бадамгарав,МЭ78021613,6000000,5202000,531000,10,12,1000000,5310000,,,5202000,690000,11.5,13.5,11.5,25,250000,1000000,135000,115000
643f9468aa6dc8d29c7c2655,2022-01-28T15:11:47.000Z,Эрдэнэсугар,Однаран,УЮ90080210,5400000,4725000,477900,10,12,1800000,4779000,,,4725000,621000,11.5,13.5,11.5,25,450000,1800000,243000.00000000003,207000
643f9468aa6dc8d29c7c2656,2022-12-10T08:22:30.000Z,Энхбаатар,Энх-Амгалан,УМ90041922,432000000,381672000,38232000,10,12,12000000,382320000,,,381672000,49680000,11.5,13.5,11.5,25,3000000,12000000,1620000,1380000
643f9468aa6dc8d29c7c2657,2022-07-06T14:35:31.000Z,Энхбаяр,Батсайхан,ИЭ85012207,12000000,10566000,1062000,10,12,4000000,10620000,,,10566000,1380000,11.5,13.5,11.5,25,1000000,4000000,540000,460000
643f9468aa6dc8d29c7c2658,2022-01-05T21:18:54.000Z,Энхбаатар,Ариунжаргал,ОК97021904,2100000,1840500,185850,10,12,2100000,1858500,,,1840500,241500,11.5,13.5,11.5,25,525000,2100000,283500,241500
643f9468aa6dc8d29c7c2659,2022-09-29T11:17:42.000Z,Однаран,Тунгалагмөрөн,ЧС57072001,45000000,39501000,3982500,10,12,2500000,39825000,,,39501000,5175000,11.5,13.5,11.5,25,625000,2500000,337500,287500
643f9468aa6dc8d29c7c265a,2022-04-09T08:11:02.000Z,Азжаргал,Ариунаа,УМ90041922,1000000,867000,88500,10,12,1000000,885000,,,867000,115000,11.5,13.5,11.5,25,250000,1000000,135000,115000
643f9468aa6dc8d29c7c265b,2022-08-26T17:23:46.000Z,Саранцацрал,Энх-Амгалан,ЧК77122909,45000000,39771000,3982500,10,12,15000000,39825000,,,39771000,5175000,11.5,13.5,11.5,25,3750000,15000000,2025000.0000000002,1725000
643f9468aa6dc8d29c7c265c,2022-02-26T06:03:20.000Z,Батсайхан,Одцэрэн,ЧТ85030108,7200000,6264000,637200,10,12,1200000,6372000,,,6264000,828000,11.5,13.5,11.5,25,300000,1200000,162000,138000
643f9468aa6dc8d29c7c265d,2022-01-23T12:23:06.000Z,Саранцацрал,Эрдэнэчимэг,ЧЙ83090377,36000000,31212000,3186000,10,12,1000000,31860000,,,31212000,4140000,11.5,13.5,11.5,25,250000,1000000,135000,115000
643f9468aa6dc8d29c7c265e,2022-07-23T22:27:51.000Z,Энх-Амгалан,Мөнхгэрэл,ВН97040702,60000000,52884000,5310000,10,12,5000000,53100000,,,52884000,6900000,11.5,13.5,11.5,25,1250000,5000000,675000,575000
643f9468aa6dc8d29c7c265f,2022-09-16T13:02:17.000Z,Ариунаа,Алдаржавхлан,ОЗ01281118,4800000,4140000,424800,10,12,800000,4248000,,,4140000,552000,11.5,13.5,11.5,25,200000,800000,108000,92000
643f9468aa6dc8d29c7c2660,2022-01-14T23:22:52.000Z,Азжаргал,Алдаржавхлан,ТА98091450,5400000,4725000,477900,10,12,1800000,4779000,,,4725000,621000,11.5,13.5,11.5,25,450000,1800000,243000.00000000003,207000
